,elevation nodes,vegetation
537,"(0.075, 0.075)","(0.06, 0.06)"
538,"(0.075, 0.075)","(0.06, 0.06)"
539,"(0.075, 0.075)","(0.06, 0.06)"
540,"(0.075, 0.075)","(0.06, 0.06)"
541,"(0.075, 0.075)","(0.06, 0.06)"
542,"(0.075, 0.075)","(0.06, 0.06)"
543,"(0.075, 0.075)","(0.06, 0.06)"
544,"(0.075, 0.075)","(0.06, 0.06)"
545,"(0.075, 0.075)","(0.06, 0.06)"
546,"(0.075, 0.075)","(0.06, 0.06)"
547,"(0.075, 0.075)","(0.06, 0.06)"
548,"(0.075, 0.075)","(0.06, 0.06)"
549,"(0.075, 0.075)","(0.06, 0.06)"
550,"(0.075, 0.075)","(0.06, 0.06)"
551,"(0.075, 0.075)","(0.06, 0.06)"
552,"(0.075, 0.075)","(0.06, 0.06)"
553,"(0.075, 0.075)","(0.06, 0.06)"
554,"(0.075, 0.075)","(0.06, 0.06)"
555,"(0.075, 0.075)","(0.06, 0.06)"
556,"(0.075, 0.075)","(0.06, 0.06)"
557,"(0.075, 0.075)","(0.06, 0.06)"
558,"(0.075, 0.075)","(0.06, 0.06)"
559,"(0.075, 0.075)","(0.06, 0.06)"
560,"(0.075, 0.075)","(0.06, 0.06)"
561,"(0.075, 0.075)","(0.06, 0.06)"
562,"(0.075, 0.075)","(0.06, 0.06)"
563,"(0.075, 0.075)","(0.06, 0.06)"
564,"(0.075, 0.075)","(0.06, 0.06)"
565,"(0.075, 0.075)","(0.06, 0.06)"
566,"(0.075, 0.075)","(0.06, 0.06)"
567,"(0.075, 0.075)","(0.06, 0.06)"
568,"(0.075, 0.075)","(0.06, 0.06)"
569,"(0.075, 0.075)","(0.06, 0.06)"
570,"(0.075, 0.075)","(0.06, 0.06)"
571,"(0.075, 0.075)","(0.06, 0.06)"
572,"(0.075, 0.075)","(0.06, 0.06)"
573,"(0.075, 0.075)","(0.06, 0.06)"
574,"(0.075, 0.075)","(0.06, 0.06)"
575,"(0.075, 0.125)","(0.06, 0.14)"
576,"(0.075, 0.125)","(0.06, 0.14)"
577,"(0.075, 0.125)","(0.06, 0.14)"
578,"(0.075, 0.075)","(0.06, 0.06)"
579,"(0.075, 0.075)","(0.06, 0.06)"
580,"(0.075, 0.075)","(0.06, 0.06)"
581,"(0.075, 0.075)","(0.06, 0.06)"
582,"(0.075, 0.075)","(0.06, 0.06)"
583,"(0.075, 0.075)","(0.06, 0.06)"
584,"(0.075, 0.125)","(0.06, 0.14)"
585,"(0.075, 0.125)","(0.06, 0.14)"
586,"(0.075, 0.125)","(0.06, 0.14)"
587,"(0.075, 0.125)","(0.06, 0.14)"
588,"(0.075, 0.125)","(0.06, 0.14)"
589,"(0.075, 0.125)","(0.06, 0.14)"
590,"(0.075, 0.125)","(0.06, 0.14)"
591,"(0.075, 0.125)","(0.06, 0.14)"
592,"(0.075, 0.125)","(0.06, 0.14)"
593,"(0.075, 0.125)","(0.06, 0.14)"
594,"(0.075, 0.125)","(0.06, 0.14)"
595,"(0.075, 0.125)","(0.06, 0.14)"
596,"(0.075, 0.125)","(0.06, 0.14)"
597,"(0.075, 0.125)","(0.06, 0.14)"
598,"(0.075, 0.125)","(0.06, 0.14)"
599,"(0.075, 0.125)","(0.06, 0.14)"
600,"(0.075, 0.125)","(0.06, 0.14)"
601,"(0.075, 0.125)","(0.06, 0.14)"
602,"(0.075, 0.125)","(0.06, 0.14)"
603,"(0.075, 0.125)","(0.06, 0.14)"
604,"(0.075, 0.125)","(0.06, 0.14)"
605,"(0.075, 0.125)","(0.06, 0.14)"
606,"(0.075, 0.125)","(0.06, 0.14)"
607,"(0.075, 0.125)","(0.06, 0.14)"
608,"(0.075, 0.125)","(0.06, 0.14)"
609,"(0.075, 0.125)","(0.06, 0.14)"
610,"(0.075, 0.125)","(0.06, 0.14)"
611,"(0.075, 0.125)","(0.06, 0.14)"
612,"(0.075, 0.125)","(0.06, 0.14)"
613,"(0.075, 0.125)","(0.06, 0.14)"
614,"(0.075, 0.125)","(0.06, 0.14)"
615,"(0.075, 0.125)","(0.06, 0.14)"
616,"(0.075, 0.125)","(0.06, 0.14)"
617,"(0.075, 0.125)","(0.06, 0.14)"
618,"(0.075, 0.125)","(0.06, 0.14)"
619,"(0.075, 0.125)","(0.06, 0.14)"
620,"(0.075, 0.125)","(0.06, 0.14)"
621,"(0.075, 0.125)","(0.06, 0.14)"
622,"(0.075, 0.125)","(0.06, 0.14)"
623,"(0.075, 0.125)","(0.06, 0.14)"
624,"(0.075, 0.125)","(0.06, 0.14)"
625,"(0.075, 0.125)","(0.06, 0.14)"
626,"(0.075, 0.125)","(0.06, 0.14)"
627,"(0.075, 0.125)","(0.06, 0.14)"
628,"(0.075, 0.125)","(0.06, 0.14)"
629,"(0.075, 0.125)","(0.06, 0.14)"
630,"(0.075, 0.1)","(0.06, 0.1)"
631,"(0.075, 0.1)","(0.06, 0.1)"
632,"(0.075, 0.1)","(0.06, 0.1)"
633,"(0.075, 0.1)","(0.06, 0.1)"
634,"(0.075, 0.1)","(0.06, 0.1)"
635,"(0.075, 0.125)","(0.06, 0.14)"
636,"(0.075, 0.125)","(0.06, 0.14)"
637,"(0.075, 0.125)","(0.06, 0.14)"
638,"(0.075, 0.075)","(0.06, 0.06)"
639,"(0.075, 0.075)","(0.06, 0.06)"
640,"(0.075, 0.075)","(0.06, 0.06)"
641,"(0.075, 0.075)","(0.06, 0.06)"
642,"(0.075, 0.075)","(0.06, 0.06)"
643,"(0.075, 0.075)","(0.06, 0.06)"
644,"(0.075, 0.075)","(0.06, 0.06)"
645,"(0.075, 0.075)","(0.06, 0.06)"
646,"(0.075, 0.075)","(0.06, 0.06)"
647,"(0.075, 0.075)","(0.06, 0.06)"
648,"(0.075, 0.125)","(0.06, 0.14)"
649,"(0.075, 0.125)","(0.06, 0.14)"
650,"(0.075, 0.075)","(0.06, 0.06)"
651,"(0.075, 0.075)","(0.06, 0.06)"
652,"(0.075, 0.075)","(0.06, 0.06)"
653,"(0.075, 0.075)","(0.06, 0.06)"
654,"(0.075, 0.075)","(0.06, 0.06)"
655,"(0.075, 0.075)","(0.06, 0.06)"
656,"(0.075, 0.075)","(0.06, 0.06)"
657,"(0.075, 0.075)","(0.06, 0.06)"
658,"(0.075, 0.075)","(0.06, 0.06)"
659,"(0.075, 0.075)","(0.06, 0.06)"
660,"(0.075, 0.075)","(0.06, 0.06)"
661,"(0.075, 0.075)","(0.06, 0.06)"
662,"(0.075, 0.075)","(0.06, 0.06)"
663,"(0.075, 0.075)","(0.06, 0.06)"
664,"(0.075, 0.075)","(0.06, 0.06)"
665,"(0.075, 0.075)","(0.06, 0.06)"
666,"(0.075, 0.075)","(0.06, 0.06)"
667,"(0.075, 0.075)","(0.06, 0.06)"
668,"(0.075, 0.075)","(0.06, 0.06)"
669,"(0.075, 0.075)","(0.06, 0.06)"
670,"(0.075, 0.075)","(0.06, 0.06)"
671,"(0.075, 0.075)","(0.06, 0.06)"
672,"(0.075, 0.075)","(0.06, 0.06)"
673,"(0.075, 0.125)","(0.06, 0.14)"
674,"(0.075, 0.125)","(0.06, 0.14)"
675,"(0.075, 0.125)","(0.06, 0.14)"
676,"(0.075, 0.125)","(0.06, 0.14)"
677,"(0.075, 0.125)","(0.06, 0.14)"
678,"(0.075, 0.125)","(0.06, 0.14)"
679,"(0.075, 0.125)","(0.06, 0.14)"
680,"(0.075, 0.125)","(0.06, 0.14)"
681,"(0.075, 0.125)","(0.06, 0.14)"
682,"(0.075, 0.125)","(0.06, 0.14)"
683,"(0.075, 0.125)","(0.06, 0.14)"
684,"(0.075, 0.125)","(0.06, 0.14)"
685,"(0.075, 0.125)","(0.06, 0.14)"
686,"(0.075, 0.125)","(0.06, 0.14)"
687,"(0.075, 0.125)","(0.06, 0.14)"
688,"(0.075, 0.125)","(0.06, 0.14)"
689,"(0.075, 0.125)","(0.06, 0.14)"
690,"(0.075, 0.125)","(0.06, 0.14)"
691,"(0.075, 0.125)","(0.06, 0.14)"
692,"(0.075, 0.125)","(0.06, 0.14)"
693,"(0.075, 0.125)","(0.06, 0.14)"
694,"(0.075, 0.125)","(0.06, 0.14)"
695,"(0.075, 0.125)","(0.06, 0.14)"
696,"(0.075, 0.125)","(0.06, 0.14)"
697,"(0.075, 0.125)","(0.06, 0.14)"
698,"(0.075, 0.125)","(0.06, 0.14)"
699,"(0.075, 0.125)","(0.06, 0.14)"
700,"(0.075, 0.125)","(0.06, 0.14)"
701,"(0.075, 0.125)","(0.06, 0.14)"
702,"(0.075, 0.125)","(0.06, 0.14)"
703,"(0.075, 0.125)","(0.06, 0.14)"
704,"(0.075, 0.125)","(0.06, 0.14)"
705,"(0.075, 0.125)","(0.06, 0.14)"
706,"(0.075, 0.125)","(0.06, 0.14)"
707,"(0.075, 0.125)","(0.06, 0.14)"
708,"(0.075, 0.125)","(0.06, 0.14)"
709,"(0.075, 0.125)","(0.06, 0.14)"
710,"(0.075, 0.125)","(0.06, 0.14)"
711,"(0.075, 0.125)","(0.06, 0.14)"
712,"(0.075, 0.125)","(0.06, 0.14)"
713,"(0.075, 0.125)","(0.06, 0.14)"
714,"(0.075, 0.125)","(0.06, 0.14)"
715,"(0.075, 0.125)","(0.06, 0.14)"
716,"(0.075, 0.125)","(0.06, 0.14)"
717,"(0.075, 0.125)","(0.06, 0.14)"
718,"(0.075, 0.125)","(0.06, 0.14)"
719,"(0.075, 0.125)","(0.06, 0.14)"
720,"(0.075, 0.125)","(0.06, 0.14)"
721,"(0.075, 0.125)","(0.06, 0.14)"
722,"(0.075, 0.125)","(0.06, 0.14)"
723,"(0.075, 0.125)","(0.06, 0.14)"
724,"(0.075, 0.125)","(0.06, 0.14)"
725,"(0.075, 0.125)","(0.06, 0.14)"
726,"(0.075, 0.125)","(0.06, 0.14)"
727,"(0.075, 0.075)","(0.06, 0.06)"
728,"(0.075, 0.075)","(0.06, 0.06)"
729,"(0.075, 0.075)","(0.06, 0.06)"
730,"(0.075, 0.075)","(0.06, 0.06)"
731,"(0.075, 0.1)","(0.06, 0.1)"
732,"(0.075, 0.1)","(0.06, 0.1)"
733,"(0.075, 0.075)","(0.06, 0.06)"
734,"(0.075, 0.075)","(0.06, 0.06)"
735,"(0.075, 0.075)","(0.06, 0.06)"
736,"(0.075, 0.075)","(0.06, 0.06)"
737,"(0.075, 0.075)","(0.06, 0.06)"
738,"(0.075, 0.075)","(0.06, 0.06)"
739,"(0.075, 0.075)","(0.06, 0.06)"
740,"(0.075, 0.125)","(0.06, 0.14)"
741,"(0.075, 0.125)","(0.06, 0.14)"
742,"(0.075, 0.125)","(0.06, 0.14)"
743,"(0.075, 0.125)","(0.06, 0.14)"
744,"(0.075, 0.125)","(0.06, 0.14)"
745,"(0.075, 0.125)","(0.06, 0.14)"
746,"(0.075, 0.125)","(0.06, 0.14)"
747,"(0.075, 0.125)","(0.06, 0.14)"
748,"(0.075, 0.075)","(0.06, 0.06)"
749,"(0.075, 0.075)","(0.06, 0.06)"
750,"(0.075, 0.075)","(0.06, 0.06)"
751,"(0.075, 0.125)","(0.06, 0.14)"
752,"(0.075, 0.125)","(0.06, 0.14)"
753,"(0.075, 0.125)","(0.06, 0.14)"
754,"(0.075, 0.125)","(0.06, 0.14)"
755,"(0.075, 0.125)","(0.06, 0.14)"
756,"(0.075, 0.125)","(0.06, 0.14)"
757,"(0.075, 0.125)","(0.06, 0.14)"
758,"(0.075, 0.125)","(0.06, 0.14)"
759,"(0.075, 0.125)","(0.06, 0.14)"
760,"(0.075, 0.125)","(0.06, 0.14)"
761,"(0.075, 0.125)","(0.06, 0.14)"
762,"(0.075, 0.125)","(0.06, 0.14)"
763,"(0.075, 0.125)","(0.06, 0.14)"
764,"(0.075, 0.125)","(0.06, 0.14)"
765,"(0.075, 0.125)","(0.06, 0.14)"
766,"(0.075, 0.125)","(0.06, 0.14)"
