,source,target,name,elevation,length,vegetation,location,type
298,417,419,new line.l(r:p3rdt1059lv-p3rlv1876),584.8175049,0.0298375,8.2,0,1
299,420,421,new line.l(r:p3rdt1060lv-p3rlv1871),623.2759399,0.0584684,8.7,1,1
300,422,423,new line.l(r:p3rdt1062lv-p3rlv1874),614.887146,0.00775857,11,0,1
301,424,425,new line.l(r:p3rdt1063lv-p3rlv1875),621.3400574,0.0682728,2.6,1,1
302,426,427,new line.l(r:p3rdt1064lv-p3rlv1877),602.286499,0.0354224,4.8,0,1
303,428,429,new line.l(r:p3rdt1065lv-p3rlv1878),621.6800537,0.0160295,0,1,1
304,430,431,new line.l(r:p3rdt1066lv-p3rlv1882),613.8015442,0.0182598,7,1,1
305,432,433,new line.l(r:p3rdm1888-p3rlv1890),339.7496948,0.00813183,10,1,1
306,432,434,new line.l(r:p3rdm1888-p3rlv1892),339.1395416,0.0103298,10,1,1
307,435,432,new line.l(r:p3rdm1888-p3rdt1071lv),338.4916229,0.018013,10.8,1,1
308,435,436,new line.l(r:p3rdm1890-p3rdt1071lv),336.1909943,0.0522278,11,1,1
309,436,437,new line.l(r:p3rdm1890-p3rlv1896),333.2950592,0.0301208,6.2,1,1
310,438,439,new line.l(r:p3rdm1891-p3rlv1891),295.2393341,0.0093949,8,1,1
311,440,438,new line.l(r:p3rdm1891-p3rdt1072lv),291.6758575,0.0616697,9.2,1,1
312,440,441,new line.l(r:p3rdm1892-p3rdt1072lv),286.3994141,0.0160282,8.8,1,1
313,441,442,new line.l(r:p3rdm1892-p3rlv1899),281.3406982,0.0263207,8.4,1,1
314,443,444,new line.l(r:p3rdm1893-p3rlv1893),252.8207932,0.0238912,7,1,1
315,445,443,new line.l(r:p3rdm1893-p3rdt1073lv),255.0345383,0.0538338,0.7,1,1
316,445,446,new line.l(r:p3rdm1894-p3rdt1073lv),256.5048676,0.0511182,8.1,1,1
317,446,447,new line.l(r:p3rdm1894-p3rlv1897),256.9656067,0.00356546,9,1,1
318,448,449,new line.l(r:p3rdt1074lv-p3rlv1894),260.0569458,0.0174466,3.3,1,1
319,448,450,new line.l(r:p3rdm1896-p3rdt1074lv),259.1621552,0.0162336,0,1,1
320,450,451,new line.l(r:p3rdm1896-p3rlv1900),258.0925903,0.0049025,0,1,1
321,452,453,new line.l(r:p3rdt1075lv-p3rlv1898),326.7539673,0.0363543,3.5,1,1
322,454,455,new line.l(r:p3rdt1076lv-p3rlv1903),602.3092651,0.052646,21.1,1,1
323,454,456,new line.l(r:p3rdt1076lv-p3rlv1922),601.493866,0.050936,21.1,1,1
324,454,457,new line.l(r:p3rdm1899-p3rdt1076lv),604.7482605,0.0256193,8.2,1,1
325,457,458,new line.l(r:p3rdm1899-p3rlv1904),603.0152283,0.00972063,8,1,1
326,459,460,new line.l(r:p3rdt1077lv-p3rlv1905),591.7355347,0.0146291,22.8,1,1
327,461,462,new line.l(r:p3rdt1078lv-p3rlv1906),613.1419983,0.0791524,2.4,1,1
328,463,464,new line.l(r:p3rdt1079lv-p3rlv1908),612.9337158,0.0526502,8.1,1,1
329,463,465,new line.l(r:p3rdm1903-p3rdt1079lv),610.3441772,0.0492986,5.1,1,1
330,465,466,new line.l(r:p3rdm1903-p3rlv1907),609.7194214,0.0165109,0,1,1
331,467,468,new line.l(r:p3rdt1080lv-p3rlv1918),616.6461182,0.0341116,13.7,1,1
332,467,469,new line.l(r:p3rdm1905-p3rdt1080lv),615.4591064,0.017601,21.7,1,1
333,467,471,new line.l(r:p3rdm1907-p3rdt1080lv),614.9544983,0.017601,23,1,1
334,469,470,new line.l(r:p3rdm1905-p3rlv1909),615.6179504,0.0167796,12.5,1,1
335,471,472,new line.l(r:p3rdm1907-p3rlv1920),614.1643372,0.0140538,31.1,1,1
336,473,474,new line.l(r:p3rdt1081lv-p3rlv1910),617.3719482,0.00839658,0,1,1
337,473,475,new line.l(r:p3rdt1081lv-p3rlv1916),617.2738953,0.00839658,0,1,1
338,476,477,new line.l(r:p3rdt1082lv-p3rlv1911),621.3145752,0.0133806,9,1,1
339,478,479,new line.l(r:p3rdt1083lv-p3rlv1912),623.5119629,0.00719576,31,1,1
340,478,480,new line.l(r:p3rdt1083lv-p3rlv1921),623.4978943,0.00357816,31,1,1
341,481,482,new line.l(r:p3rdt1084lv-p3rlv1913),600.6183472,0.0251219,18,1,1
342,483,484,new line.l(r:p3rdt1085lv-p3rlv1915),615.1879883,0.0264351,7,1,1
343,485,486,new line.l(r:p3rdt1086lv-p3rlv1917),609.5390015,0.0358915,11.9,1,1
344,487,488,new line.l(r:p3rdt1087lv-p3rlv1919),604.5291138,0.06354,36.4,0,1
345,489,490,new line.l(r:p3rdt1447lv-p3rlv2642),167.2586823,0.001,0,1,1
346,491,492,new line.l(r:p3rdt1452lv-p3rlv2648),166.932724,0.001,0,1,1
347,493,494,new line.l(r:p3rdt1454lv-p3rlv2652),166.8455124,0.001,0,1,1
348,495,496,new line.l(r:p3rdt1057-p3rdt1062),612.4877319,0.137879,9.1,0,1
349,496,745,new line.padswitch(r:p3rdt1057-p3rdt1062)p3r_812,614.6688232,0.001,10.2,1,0
350,497,498,new line.l(r:p3rdt1079-p3rdt1082),616.3427734,0.200162,5.5,1,1
351,498,476,transformer.tr(r:p3rdt1082-p3rdt1082lv),620.98172,0,9,1,2
352,499,500,new line.l(r:p3rdt1078-p3rdt1083),613.5236816,0.474184,4.8,1,1
353,499,501,new line.l(r:p3rdt1081-p3rdt1083),620.427887,0.340446,6.4,1,1
354,499,478,transformer.tr(r:p3rdt1083-p3rdt1083lv),623.4978943,0,31,1,2
355,500,461,transformer.tr(r:p3rdt1078-p3rdt1078lv),603.5635376,0,2,1,2
356,501,473,transformer.tr(r:p3rdt1081-p3rdt1081lv),617.3719482,0,0,1,2
357,502,499,new line.l(r:p3rdt1076-p3rdt1083),614.0117188,0.140631,28.6,1,1
358,503,504,new line.l(r:p3rdt1-p3rdt2),206.1508026,0.076564,0,1,1
359,504,7,transformer.tr(r:p3rdt2-p3rdt2lv),206.5074921,0,0,1,2
360,505,506,new line.l(r:p3rdt179-p3rdt78)_s0,167.0954132,3.373317,30,1,1
361,505,302,transformer.tr(r:p3rdt179-p3rdt179lv),167.8006134,0,0,1,2
362,506,507,new line.l(r:p3rdt179-p3rdt78)_s1,1966.689949,2.227733,0,1,1
363,507,128,transformer.tr(r:p3rdt78-p3rdt78lv),166.9896851,0,0,1,2
364,508,505,new line.l(r:p3rdt178-p3rdt179),167.8757401,0.0457644,0,1,1
365,508,297,transformer.tr(r:p3rdt178-p3rdt178lv),167.9508667,0,0,1,2
366,509,508,new line.l(r:p3rdt154-p3rdt178),174.2373123,0.782845,0,1,1
367,509,235,transformer.tr(r:p3rdt154-p3rdt154lv),180.5644226,0,0,1,2
368,510,509,new line.l(r:p3rdt154-p3rdt176),180.529541,0.110383,0,1,1
369,511,512,new line.l(r:p3rdt157-p3rdt159),221.7409897,0.0959136,0,1,1
370,512,243,transformer.tr(r:p3rdt157-p3rdt157lv),220.272728,0,0,1,2
371,513,514,new line.l(r:p3rdt961-p3rdt962),316.216507,0.622594,6.1,1,1
372,513,369,transformer.tr(r:p3rdt962-p3rdt962lv),307.3284302,0,0,1,2
373,514,367,transformer.tr(r:p3rdt961-p3rdt961lv),324.2909698,0,10,1,2
374,515,513,new line.l(r:p3rdt955-p3rdt962),312.9161224,0.0595626,0,1,1
375,515,353,transformer.tr(r:p3rdt955-p3rdt955lv),318.5038147,0,0,1,2
376,516,515,new line.l(r:p3rdt955-p3rdt959),314.1348267,0.566504,2.7,1,1
377,517,518,new line.l(r:p3rdt112-p3rdt114),207.1555176,0.0324335,0,1,1
378,517,179,transformer.tr(r:p3rdt114-p3rdt114lv),206.8195953,0,0,1,2
379,518,176,transformer.tr(r:p3rdt112-p3rdt112lv),207.4914398,0,0,1,2
380,519,517,new line.l(r:p3rdt109-p3rdt114),203.6893387,0.299924,0,1,1
381,519,167,transformer.tr(r:p3rdt109-p3rdt109lv),200.4064865,0,0,1,2
382,520,521,new line.l(r:p3rdt109-p3rdt115)_s0,205.983078,0.358721,0,1,1
383,521,519,new line.l(r:p3rdt109-p3rdt115)_s1,206.1356735,0.11248,0,1,1
384,522,523,new line.l(r:p3rdt110-p3rdt115)_s0,223.8686371,0.131317,0,1,1
385,523,524,new line.l(r:p3rdt110-p3rdt115)_s1,223.5277328,0.0328893,0,1,1
386,524,172,transformer.tr(r:p3rdt110-p3rdt110lv),224.5718307,0,0,1,2
387,525,526,new line.l(r:p3rdt105-p3rdt106),193.3047256,0.208066,0,1,1
388,526,151,transformer.tr(r:p3rdt106-p3rdt106lv),193.2264404,0,0,1,2
389,527,528,new line.l(r:p3rdt10-p3rdt6),177.5891418,0.163945,0,1,1
390,528,31,transformer.tr(r:p3rdt10-p3rdt10lv),177.2873077,0,0,1,2
391,529,530,new line.l(r:p3rdt12-p3rdt3),171.8177109,0.001,0,1,1
392,529,35,transformer.tr(r:p3rdt12-p3rdt12lv),171.8154907,0,0,1,2
393,530,13,transformer.tr(r:p3rdt3-p3rdt3lv),172.0142746,0,0,1,2
394,531,529,new line.l(r:p3rdt12-p3rdt69),171.4857941,0.117497,0,1,1
395,532,533,new line.l(r:p3rdt65-p3rdt80),169.7194748,0.120533,0,1,1
396,533,68,transformer.tr(r:p3rdt65-p3rdt65lv),169.6259613,0,0,1,2
397,534,535,new line.l(r:p3rdt73-p3rdt85),168.2212524,0.0391657,0,1,1
398,534,145,transformer.tr(r:p3rdt85-p3rdt85lv),168.3479919,0,0,1,2
399,535,107,transformer.tr(r:p3rdt73-p3rdt73lv),168.0945129,0,0,1,2
400,536,534,new line.l(r:p3rdt79-p3rdt85),168.5478592,0.058754,0,1,1
401,536,130,transformer.tr(r:p3rdt79-p3rdt79lv),168.7138977,0,0,1,2
402,537,536,new line.l(r:p3rdt66-p3rdt79),168.8686905,0.0391657,0,1,1
403,537,70,transformer.tr(r:p3rdt66-p3rdt66lv),168.9701004,0,0,1,2
404,538,537,new line.l(r:p3rdt66-p3rdt83),169.0167389,0.019588,0,1,1
405,538,141,transformer.tr(r:p3rdt83-p3rdt83lv),169.0438232,0,0,1,2
406,539,538,new line.l(r:p3rdt70-p3rdt83),169.2503815,0.0587537,0,1,1
407,539,91,transformer.tr(r:p3rdt70-p3rdt70lv),169.4569397,0,0,1,2
408,540,539,new line.l(r:p3rdt68-p3rdt70),169.5521317,0.0391657,0,1,1
409,540,80,transformer.tr(r:p3rdt68-p3rdt68lv),169.6763,0,0,1,2
410,541,540,new line.l(r:p3rdt68-p3rdt80),169.7753906,0.039166,0,1,1
411,542,543,new line.l(r:p3rdt71-p3rdt82),171.7345505,0.186948,0,1,1
412,543,139,transformer.tr(r:p3rdt82-p3rdt82lv),171.4507294,0,0,1,2
413,544,545,new line.l(r:p3rdt72-p3rdt76),169.7914658,0.106513,40,1,1
414,544,118,transformer.tr(r:p3rdt76-p3rdt76lv),170.3091812,0,0,1,2
415,545,104,transformer.tr(r:p3rdt72-p3rdt72lv),169.1927643,0,0,1,2
416,546,544,new line.l(r:p3rdt75-p3rdt76),170.4919357,0.119176,0,1,1
417,546,116,transformer.tr(r:p3rdt75-p3rdt75lv),170.5565872,0,0,1,2
418,547,546,new line.l(r:p3rdt75-p3rdt84),171.0091705,0.121625,0,1,1
419,547,143,transformer.tr(r:p3rdt84-p3rdt84lv),171.5570602,0,0,1,2
420,548,549,new line.l(r:p3rdt71-p3rdt84)_s0,171.7642288,0.159821,0,1,1
421,549,547,new line.l(r:p3rdt71-p3rdt84)_s1,171.5355453,0.0154586,0,1,1
422,550,551,new line.l(r:p3rdt129-p3rdt134)_s0,164.5871048,0.118559,0,1,1
423,550,553,new line.l(r:p3rdt129-p3rdt136),164.767807,0.0198611,0,1,1
424,550,206,transformer.tr(r:p3rdt129-p3rdt129lv),164.8311386,0,0,1,2
425,551,552,new line.l(r:p3rdt129-p3rdt134)_s1,164.3270035,0.0271136,0,1,1
426,552,219,transformer.tr(r:p3rdt134-p3rdt134lv),164.2772522,0,0,1,2
427,553,554,new line.l(r:p3rdt132-p3rdt136),164.5484314,0.0595635,0,1,1
428,553,225,transformer.tr(r:p3rdt136-p3rdt136lv),164.7024231,0,0,1,2
429,554,215,transformer.tr(r:p3rdt132-p3rdt132lv),164.3383636,0,0,1,2
430,555,556,new line.l(r:p3rdt129-p3rdt131)_s0,167.3741455,0.238484,0,1,1
431,555,558,new line.l(r:p3rdt130-p3rdt131)_s0,167.671524,0.10513,0,1,1
432,555,212,transformer.tr(r:p3rdt131-p3rdt131lv),167.8653793,0,0,1,2
433,556,557,new line.l(r:p3rdt129-p3rdt131)_s1,166.3759537,0.205012,0,1,1
434,557,550,new line.l(r:p3rdt129-p3rdt131)_s2,165.341362,0.17204,0,1,1
435,558,559,new line.l(r:p3rdt130-p3rdt131)_s1,167.4176483,0.0172333,0,1,1
436,559,208,transformer.tr(r:p3rdt130-p3rdt130lv),167.4278488,0,0,1,2
437,560,555,new line.l(r:p3rdt131-p3rdt135),168.4285507,0.203432,0,1,1
438,560,223,transformer.tr(r:p3rdt135-p3rdt135lv),169.0108414,0,0,1,2
439,561,560,new line.l(r:p3rdt135-p3rdt81),169.0876389,0.0186925,0,1,1
440,561,134,transformer.tr(r:p3rdt81-p3rdt81lv),169.1998291,0,0,1,2
441,562,561,new line.l(r:p3rdt67-p3rdt81),170.1472397,0.532727,0,1,1
442,563,564,new line.l(r:p3rdt119-p3rdt120),161.2926254,0.129852,0,1,1
443,563,198,transformer.tr(r:p3rdt120-p3rdt120lv),160.9274445,0,0,1,2
444,564,192,transformer.tr(r:p3rdt119-p3rdt119lv),161.6960678,0,0,1,2
445,565,563,new line.l(r:p3rdt120-p3rdt121),161.0850601,0.0523921,0,1,1
446,565,200,transformer.tr(r:p3rdt121-p3rdt121lv),161.2219238,0,0,1,2
447,566,565,new line.l(r:p3rdt117-p3rdt121),161.3146133,0.0200504,0,1,1
448,566,188,transformer.tr(r:p3rdt117-p3rdt117lv),161.4073029,0,0,1,2
449,567,566,new line.l(r:p3rdt117-p3rdt118),161.5448685,0.0481717,0,1,1
450,567,190,transformer.tr(r:p3rdt118-p3rdt118lv),161.6446915,0,0,1,2
451,568,569,new line.l(r:p3rdt118-p3rdt40)_s0,167.3952255,0.190441,0,1,1
452,568,60,transformer.tr(r:p3rdt40-p3rdt40lv),172.0050659,0,0,1,2
453,569,567,new line.l(r:p3rdt118-p3rdt40)_s1,162.2339096,0.866685,0,1,1
454,570,571,new line.l(r:p3rdt40-p3rdt42)_s0,170.7067719,0.165121,0,1,1
455,570,64,transformer.tr(r:p3rdt42-p3rdt42lv),170.8266144,0,0,1,2
456,571,568,new line.l(r:p3rdt40-p3rdt42)_s1,171.2498322,0.422631,0,1,1
457,572,570,new line.l(r:p3rdt152-p3rdt42),170.802597,0.0387663,0,1,1
458,572,227,transformer.tr(r:p3rdt152-p3rdt152lv),170.623848,0,0,1,2
459,573,572,new line.l(r:p3rdt133-p3rdt152),170.4324722,0.0775325,0,1,1
460,573,217,transformer.tr(r:p3rdt133-p3rdt133lv),170.2557678,0,0,1,2
461,574,573,new line.l(r:p3rdt133-p3rdt67),170.6585388,0.464363,0,1,1
462,575,576,new line.l(r:p3rdt16-p3rdt4),183.177887,0.031642,0,1,1
463,575,37,transformer.tr(r:p3rdt16-p3rdt16lv),182.7605591,0,0,1,2
464,576,21,transformer.tr(r:p3rdt4-p3rdt4lv),183.5952148,0,0,1,2
465,577,575,new line.l(r:p3rdt107-p3rdt16),187.0334778,0.513133,0,1,1
466,578,579,new line.l(r:p3rdt161-p3rdt163),171.9767075,0.263693,0,1,1
467,579,266,transformer.tr(r:p3rdt163-p3rdt163lv),169.2927551,0,0,1,2
468,580,581,new line.l(r:p3rdt1447-p3rdt1452),167.076561,0.0416233,0,1,1
469,581,489,transformer.tr(r:p3rdt1447-p3rdt1447lv),167.2371292,0,0,1,2
470,582,583,new line.l(r:p3rdt162-p3rdt168),183.6253891,0.272987,1.5,1,1
471,583,285,transformer.tr(r:p3rdt168-p3rdt168lv),183.9459229,0,7,1,2
472,584,585,new line.l(r:p3rdt434-p3rdt440),256.9157639,0.48477,0.3,1,1
473,585,313,transformer.tr(r:p3rdt434-p3rdt434lv),238.3069305,0,0,1,2
474,586,587,new line.l(r:p3rdt435-p3rdt440)_s0,266.5993805,0.356058,7.5,1,1
475,587,588,new line.l(r:p3rdt435-p3rdt440)_s1,266.6790314,0.0196524,8.2,1,1
476,588,318,transformer.tr(r:p3rdt435-p3rdt435lv),260.234314,0,7.5,1,2
477,589,590,new line.l(r:p3rdt437-p3rdt439),239.5397797,0.18968,32.6,1,1
478,589,323,transformer.tr(r:p3rdt437-p3rdt437lv),241.637558,0,10,1,2
479,590,330,transformer.tr(r:p3rdt439-p3rdt439lv),237.6871414,0,23,1,2
480,591,589,new line.l(r:p3rdt436-p3rdt437),250.3883896,0.326637,8.5,1,1
481,591,321,transformer.tr(r:p3rdt436-p3rdt436lv),259.1392212,0,9,1,2
482,592,591,new line.l(r:p3rdt436-p3rdt956),275.8454742,0.413519,6.2,1,1
483,592,358,transformer.tr(r:p3rdt956-p3rdt956lv),292.0091095,0,0,1,2
484,593,594,new line.l(r:p3rdt956-p3rdt960),285.0806274,0.089456,4.8,1,1
485,594,751,new line.l(r:p3rdt956-p3rdt960)_disconnect,284.3869934,0.001,6,1,1
486,595,596,new line.l(r:p3rdt957-p3rdt963),314.5245056,0.463068,1.8,1,1
487,595,361,transformer.tr(r:p3rdt957-p3rdt957lv),288.77742,0,0,1,2
488,596,371,transformer.tr(r:p3rdt963-p3rdt963lv),341.316803,0,7,1,2
489,597,595,new line.l(r:p3rdt957-p3rdt960),286.9790344,0.0753389,0.9,1,1
490,598,599,new line.l(r:p3rdt438-p3rdt538),261.6239624,0.320532,9.8,1,1
491,599,327,transformer.tr(r:p3rdt438-p3rdt438lv),248.8060837,0,10,1,2
492,600,601,new line.l(r:p3rdt542-p3rdt545),259.9865723,0.001,13,1,1
493,600,342,transformer.tr(r:p3rdt542-p3rdt542lv),259.3135071,0,9,1,2
494,601,349,transformer.tr(r:p3rdt545-p3rdt545lv),260.5966949,0,13,1,2
495,602,600,new line.l(r:p3rdt539-p3rdt542),253.7559814,0.189149,6,1,1
496,602,338,transformer.tr(r:p3rdt539-p3rdt539lv),247.2360306,0,0,1,2
497,603,602,new line.l(r:p3rdt539-p3rdt541),247.6106796,0.087724,5.4,1,1
498,603,604,new line.l(r:p3rdt541-p3rdt543),252.6682663,0.154083,4.8,1,1
499,603,607,new line.l(r:p3rdt1072-p3rdt541),267.7110672,0.300735,5.5,1,1
500,603,340,transformer.tr(r:p3rdt541-p3rdt541lv),248.0843735,0,6,1,2
501,604,345,transformer.tr(r:p3rdt543-p3rdt543lv),258.2797699,0,9,1,2
502,605,606,new line.l(r:p3rdt1071-p3rdt1075),331.0009766,0.116657,7.6,1,1
503,605,452,transformer.tr(r:p3rdt1075-p3rdt1075lv),324.0867615,0,7,1,2
504,606,435,transformer.tr(r:p3rdt1071-p3rdt1071lv),337.9151917,0,12,1,2
505,607,605,new line.l(r:p3rdt1072-p3rdt1075),305.9064636,0.186856,5.6,1,1
506,607,440,transformer.tr(r:p3rdt1072-p3rdt1072lv),287.7261658,0,30,1,2
507,608,603,new line.l(r:p3rdt541-p3rdt547),251.4766998,0.1231,13.6,1,1
508,609,610,new line.l(r:p3rdt544-p3rdt547),253.0366669,0.228144,8.9,1,1
509,610,347,transformer.tr(r:p3rdt544-p3rdt544lv),250.7050476,0,8,1,2
510,611,612,new line.l(r:p3rdt1077-p3rdt494),582.3944702,0.11545,15.7,1,1
511,611,459,transformer.tr(r:p3rdt1077-p3rdt1077lv),590.4348755,0,15,1,2
512,612,752,new line.l(r:p3rdt1077-p3rdt494)_disconnect,570.6936646,0.001,28.3,1,1
513,613,611,new line.l(r:p3rdt1077-p3rdt1086),599.7151184,0.158271,5.5,1,1
514,614,615,new line.l(r:p3rdt1059-p3rdt1064),594.1615906,0.102454,7,0,1
515,615,747,new line.padswitch(r:p3rdt1059-p3rdt1064)p3r_822,588.1759644,0.001,7.6,1,0
516,616,617,new line.l(r:p3rdt1064-p3rdt1087),589.6420593,0.0534317,23.8,0,1
517,617,746,new line.padswitch(r:p3rdt1064-p3rdt1087)p3r_824,595.251709,0.001,14.3,1,0
518,618,619,new line.l(r:p3rdt1085-p3rdt1087),602.4709473,0.704079,20.3,1,1
519,619,616,new line.padswitch(r:p3rdt1064-p3rdt1087)p3r_823,588.7138062,0.001,45,1,0
520,619,487,transformer.tr(r:p3rdt1087-p3rdt1087lv),590.161438,0,45,1,2
521,620,621,new line.l(r:p3rdt1053-p3rdt1058),630.9397278,0.0173386,14.1,1,1
522,620,415,transformer.tr(r:p3rdt1058-p3rdt1058lv),630.1154175,0,14.1,1,2
523,621,400,transformer.tr(r:p3rdt1053-p3rdt1053lv),631.8728333,0,14,1,2
524,622,620,new line.l(r:p3rdt1056-p3rdt1058),630.4828186,0.0520008,8.4,1,1
525,622,410,transformer.tr(r:p3rdt1056-p3rdt1056lv),630.8502197,0,0,1,2
526,623,622,new line.l(r:p3rdt1056-p3rdt1065),626.5391235,0.150455,0,1,1
527,623,428,transformer.tr(r:p3rdt1065-p3rdt1065lv),622.2280273,0,0,1,2
528,624,623,new line.l(r:p3rdt1052-p3rdt1065),626.4099731,0.125892,1.5,1,1
529,625,626,new line.l(r:p3rdt0-p3rdt1)_s0,213.8522415,0.157774,0,1,1
530,625,1,transformer.tr(r:p3rdt0-p3rdt0lv),218.7141876,0,0,1,2
531,626,627,new line.l(r:p3rdt0-p3rdt1)_s1,205.9795074,0.00174706,0,1,1
532,627,729,new line.l(r:p3rdt1-p3rdt153),197.3251648,0.715973,0,1,1
533,627,503,new line.fuse(r:p3rdt1-p3rdt2)p3r_957,205.8868103,0.001,0,1,1
534,627,3,transformer.tr(r:p3rdt1-p3rdt1lv),206.0269318,0,0,1,2
535,628,629,new line.l(r:p3rdt0-p3rdt171),257.4657669,0.0794917,0,1,1
536,628,633,new line.l(r:p3rdt158-p3rdt171),247.120697,0.750279,0.4,1,1
537,628,294,transformer.tr(r:p3rdt171-p3rdt171lv),260.4822845,0,0,1,2
538,629,754,new line.l(r:p3rdt0-p3rdt171)_disconnect,253.2776794,0.001,0,1,1
539,630,631,new line.l(r:p3rdt156-p3rdt159),222.9162827,0.0794102,0,1,1
540,630,240,transformer.tr(r:p3rdt156-p3rdt156lv),223.4244995,0,0,1,2
541,631,511,new line.fuse(r:p3rdt157-p3rdt159)p3r_986,222.4307785,0.001,0,1,1
542,631,731,transformer.tr(r:p3rdt159-p3rdt159lv),222.4080658,0,0,1,2
543,632,630,new line.l(r:p3rdt155-p3rdt156),224.6642075,0.0761102,0,1,1
544,632,237,transformer.tr(r:p3rdt155-p3rdt155lv),225.9039154,0,0,1,2
545,633,634,new line.l(r:p3rdt155-p3rdt158)_s0,230.4670639,0.0723002,0,1,1
546,633,248,transformer.tr(r:p3rdt158-p3rdt158lv),232.9884033,0,0,1,2
547,634,632,new line.l(r:p3rdt155-p3rdt158)_s1,226.9248199,0.0519851,0,1,1
548,635,636,new line.l(r:p3rdt1001-p3rdt171)_s0,429.15271,2.75082,3.4,1,1
549,635,698,new line.goab_disswitch(r:p3rdt1001-p3rdt988)p3r_1298,410.5227661,0.001,0,1,0
550,635,389,transformer.tr(r:p3rdt1001-p3rdt1001lv),410.8501892,0,0,1,2
551,636,637,new line.l(r:p3rdt1001-p3rdt171)_s1,269.5128479,0.851965,30,1,1
552,637,628,new line.l(r:p3rdt1001-p3rdt171)_s2,276.4117279,0.192738,1.6,1,1
553,638,639,new line.l(r:p3rdt74-p3rdt80),170.1277237,0.0783417,0,1,1
554,638,111,transformer.tr(r:p3rdt74-p3rdt74lv),170.3519897,0,0,1,2
555,639,532,new line.fuse(r:p3rdt65-p3rdt80)p3r_974,169.8717651,0.001,0,1,1
556,639,541,new line.fuse(r:p3rdt68-p3rdt80)p3r_975,169.9034576,0.001,0,1,1
557,639,132,transformer.tr(r:p3rdt80-p3rdt80lv),169.942421,0,0,1,2
558,640,638,new line.l(r:p3rdt74-p3rdt77),170.4191513,0.0195877,0,1,1
559,640,122,transformer.tr(r:p3rdt77-p3rdt77lv),170.4863129,0,0,1,2
560,641,640,new line.l(r:p3rdt69-p3rdt77),170.815239,0.0979198,0,1,1
561,641,531,new line.fuse(r:p3rdt12-p3rdt69)p3r_971,171.1501312,0.001,0,1,1
562,641,84,transformer.tr(r:p3rdt69-p3rdt69lv),171.1195221,0,0,1,2
563,642,641,new line.l(r:p3rdt69-p3rdt71),171.5633469,0.134885,0,1,1
564,642,542,new line.fuse(r:p3rdt71-p3rdt82)p3r_972,172.0004501,0.001,0,1,1
565,642,548,new line.fuse(r:p3rdt71-p3rdt84)p3r_973,171.9731293,0.001,0,1,1
566,642,96,transformer.tr(r:p3rdt71-p3rdt71lv),171.9825287,0,0,1,2
567,643,644,new line.l(r:p3rdt11-p3rdt71)_s0,175.3399506,0.17355,0,1,1
568,643,33,transformer.tr(r:p3rdt11-p3rdt11lv),176.9617081,0,0,1,2
569,644,642,new line.l(r:p3rdt11-p3rdt71)_s1,172.8493729,0.228864,0,1,1
570,645,646,new line.l(r:p3rdt11-p3rdt6)_s0,177.429306,0.118044,0,1,1
571,645,647,new line.l(r:p3rdt6-p3rdt67),174.5358582,2.171791,0,1,1
572,645,527,new line.fuse(r:p3rdt10-p3rdt6)p3r_960,177.9333344,0.001,0,1,1
573,645,26,transformer.tr(r:p3rdt6-p3rdt6lv),177.8844376,0,0,1,2
574,646,643,new line.l(r:p3rdt11-p3rdt6)_s1,176.9444809,0.0118444,0,1,1
575,647,562,new line.fuse(r:p3rdt67-p3rdt81)p3r_969,171.1165161,0.001,0,1,1
576,647,574,new line.fuse(r:p3rdt133-p3rdt67)p3r_970,171.138382,0.001,0,1,1
577,647,76,transformer.tr(r:p3rdt67-p3rdt67lv),171.156105,0,0,1,2
578,648,649,new line.l(r:p3rdt107-p3rdt6),190.6346893,0.0976139,0,1,1
579,648,577,new line.fuse(r:p3rdt107-p3rdt16)p3r_980,191.1632462,0.001,0,1,1
580,648,675,new line.goab_disswitch(r:p3rdt104-p3rdt107)p3r_1332,191.0686264,0.001,0,1,0
581,648,158,transformer.tr(r:p3rdt107-p3rdt107lv),191.0200958,0,0,1,2
582,649,755,new line.l(r:p3rdt107-p3rdt6)_disconnect,189.9982224,0.001,0,1,1
583,650,651,new line.l(r:p3rdt1446-p3rdt1454),167.164032,0.0752059,0,1,1
584,650,493,transformer.tr(r:p3rdt1454-p3rdt1454lv),166.792572,0,0,1,2
585,651,737,transformer.tr(r:p3rdt1446-p3rdt1446lv),167.3886261,0,0,1,2
586,652,650,new line.l(r:p3rdt1452-p3rdt1454),166.8953171,0.0491747,0,1,1
587,652,580,new line.fuse(r:p3rdt1447-p3rdt1452)p3r_1246,166.9565277,0.001,0,1,1
588,652,491,transformer.tr(r:p3rdt1452-p3rdt1452lv),166.9565277,0,0,1,2
589,653,654,new line.l(r:p3rdt1452-p3rdt167)_s0,166.2279739,0.181603,0,0,1
590,654,655,new line.l(r:p3rdt1452-p3rdt167)_s1,1267.341911,3.45012,0,1,1
591,655,652,new line.padswitch(r:p3rdt1452-p3rdt167)p3r_816,167.0113602,0.001,0,1,0
592,656,657,new line.l(r:p3rdt165-p3rdt167),164.9241638,0.0391047,0,0,1
593,657,748,new line.padswitch(r:p3rdt165-p3rdt167)p3r_818,164.8383179,0.001,0,1,0
594,658,659,new line.l(r:p3rdt165-p3rdt170),165.653862,0.0395887,0,0,1
595,659,749,new line.padswitch(r:p3rdt165-p3rdt170)p3r_820,165.1687164,0.001,0,1,0
